category,experience,position,location,skills,exp_length,pos_length,city,country,region,population,population_category,skills_scores_1,skills_scores_2,position_scores_1,position_scores_2,experience_scores_1,experience_scores_2
HR,"Talent Acquisition and HR SpecialistCompany NameKlevu OyFull-timeDates EmployedJan 2020 – PresentEmployment Duration3 mosLocationAhmedabad Area, IndiaHR ManagerCompany NameNascent InfoDates EmployedSep 2018 – Dec 2019Employment Duration1 yr 4 mosLocationAhmedabad Area, IndiaHuman Resources ManagerCompany NameTechBlocksDates EmployedAug 2016 – Aug 2018Employment Duration2 yrs 1 moLocationAhmedabad Area, India	Designing and implementing organizational development programs.	Strategic HR initiatives based on the ever changing demands of a growing organization.	Employee Engagement and Recognition.	Improving on-boarding experience of new hires with Training and Induction Modules	Mentoring and motivating employees with grievances.	Responsible for an employee from the time of offer release to exit.	Recruiting and hiring Senior Technical professionals.…Sr. HR ExecutiveCompany NameMultidots Solutions Pvt LtdDates EmployedJan 2016 – Jul 2016Employment Duration7 mosLocationAhmedabad Area, India?Gr",Talent Acquisition and HR Specialist at Klevu Oy,"Ahmedabad, Gujarat, India","Recruiting, Human Resources, Performance Appraisal, Strategic Human Resource Planning, Strategic HR, Technical Recruiting, Screening, Talent Acquisition, JavaScript, HRIS, Human Resources Information Systems \\(HRIS\\), Management Information Systems \\(MIS\\), MIS, Management, Employee Engagement, Team Management, Interviewing, Employee Relations, Sourcing, Team Leadership, Interviews",116,8,Ahmedabad,India,Gujarat,6357693,3,0.7189098000526428,0.4911244511604309,0.7824909090995789,0.501995325088501,0.7750139236450195,0.447522759437561
HR,"Manager (Admin and HR)Company NameEQUATUSDates EmployedSep 2009 – PresentEmployment Duration10 yrs 7 mosLocationNew Delhi Area, India?	 Admin Works:	Supervise and manage all day-to-day office administrative activities.	Keeping records (soft copy) of existing staff -copy of educational certificates, service history, Employee’s information sheet, Appointment letter, Number of employees, Employee’s address & contact numbers, birthday list,record of weekly off, copy of appraisal letter, letter of appreciation, Disciplinary warning, Resignation letter, Experience certificate.	Keeping records of Visiting Cards, Utility Payments, Printing of Stationary.	Perform a variety of administrative duties such as schedule meetings, appointments and make travel plans, payment of bills/vouchers, etc. 	Vendor Management & Office Administration (Adequacy of Stationary / Provisions / Refreshments / adequacy of Sub Staff) Courier & Dispatch (Inward / Outward / Outstation). 	Coordinate with sales team for Sal",Manager (Admin and HR) at Equatus Consultancy and Solutions,"New Delhi , India","Administration:Coordinating & Handling operation works, keeping records \\(soft",130,9,,India,New Delhi,1,1,0.8133891820907593,0.4977791905403137,0.7967352271080017,0.4996407926082611,0.8426781892776489,0.4909542798995971
HR,"Company NameFireEye, Inc.Total Duration4 yrs 8 mosTitleGlobal HRBP - Products and Customer Success and HR Director, IndiaDates EmployedSep 2019 – PresentEmployment Duration7 mosLocationBengaluru Area, IndiaTitleHuman Resources Director, IndiaDates EmployedAug 2015 – Aug 2019Employment Duration4 yrs 1 moTitleGlobal HRBP - Products and Customer Success and HR Director, IndiaDates EmployedSep 2019 – PresentEmployment Duration7 mosLocationBengaluru Area, IndiaTitleHuman Resources Director, IndiaDates EmployedAug 2015 – Aug 2019Employment Duration4 yrs 1 moVice President - Human ResourcesCompany NameSmartPlay TechnologiesDates EmployedJan 2012 – Aug 2015Employment Duration3 yrs 8 mosLocationBangalore , IndiaCompany NameWipro TechnologiesTotal Duration5 yrs 11 mosTitleHead - Talent Engagement & Development, Energy & UtilitiesDates EmployedApr 2010 – Dec 2011Employment Duration1 yr 9 mosLocationBangalore, IndiaTitleSenior Manager - HRDates EmployedFeb 2006 – Mar 2010Employment Duration4 yrs 2","Global HRBP, Products and Customer Success & HR Director, India at FireEye, Inc.","Bengaluru , India","Talent Management, Human Resources, Employee Engagement",119,13,,India,Bengaluru,1,1,0.7138952016830444,0.5124627351760864,0.8022517561912537,0.4994121491909027,0.7192498445510864,0.4688710272312164
HR,"Associate Director - Total Rewards(India and Middle East)Company NameWalt Disney Direct-to-Consumer & InternationalDates EmployedApr 2019 – PresentEmployment Duration1 yrCompany NameThe Walt Disney CompanyTotal Duration7 yrs 2 mosTitleHead-Total Rewards and HR Business Partner, Studios and International FunctionsDates EmployedApr 2017 – Apr 2019Employment Duration2 yrs 1 moLocationMumbai Area, IndiaTitleManager - Compensation,Benefits & HR OperationsDates EmployedMar 2012 – Apr 2017Employment Duration5 yrs 2 mosLocationMumbai, IndiaTitleHead-Total Rewards and HR Business Partner, Studios and International FunctionsDates EmployedApr 2017 – Apr 2019Employment Duration2 yrs 1 moLocationMumbai Area, IndiaTitleManager - Compensation,Benefits & HR OperationsDates EmployedMar 2012 – Apr 2017Employment Duration5 yrs 2 mosLocationMumbai, IndiaLead - Compensation and Benefits, IndiaCompany NameHuntsman CorporationDates EmployedFeb 2011 – Feb 2012Employment Duration1 yr 1 moLocationMumbaiCompany ",Associate Director - Total Rewards(India and ME) at Walt Disney Direct-to-Consumer & International,"Mumbai, Maharashtra, India","Compensation & Benefits, HR Operations, Labor Relations, Employee Benefits, Team Management, Management, HR Analytics, HRIS Database Management, Employee Wellness",113,13,Mumbai,India,Maharashtra,12691836,3,0.7561392188072205,0.505500316619873,0.8082514405250549,0.502174973487854,0.4198845326900482,0.4739649891853332
HR,"Human Resources - HR Business Partner and HR Compliance leadCompany NameCognizantDates EmployedJan 2015 – PresentEmployment Duration5 yrs 3 mosLocationPuneHR business partner for all SBU which together houses 4500+ employees part of Cognizant Horizontal and Vertical Business and HR compliance lead for Pune location.Regional Manager - H.RCompany NameAbbott PharmaceuticalsDates EmployedNov 2009 – Dec 2014Employment Duration5 yrs 2 mosLocationPuneHR Business Partner for one of the largest Mass Marketing Division of ABBOTT Pharmaceuticals with the employee base of 500+ people located in West India region.Associate Manager - H.RCompany NameACC LIMITEDDates EmployedJul 2007 – Oct 2009Employment Duration2 yrs 4 mosLocationChandrapur, MaharashtraHR Generalist for one of the Cement Manufacturing with the employee base of 900+ people located at Chanda Cement Works, Chandrapur, India.",Human Resources - HRBP & HR Compliance Lead at Cognizant,India,,118,10,,India,,1,1,0.8403109908103943,0.5060482025146484,0.7346171140670776,0.5137562155723572,0.7697394490242004,0.4579274356365204
HR,"Talent Acquisition Head and HR Business PartnerCompany NameLendingkartDates EmployedAug 2019 – PresentEmployment Duration8 mosLocationBangaloreHeading the Talent Acquisition team in Lendingkart and additionally managing the HR Business Partner role. Responsible for meeting the hiring needs of the organisation and managing the HR service delivery for the region.Regional HR ManagerCompany NameIndiGo (InterGlobe Aviation Ltd)Dates EmployedJun 2018 – Jul 2019Employment Duration1 yr 2 mosLocationKolkata Area, IndiaRegional Human Resource Partner of Eastern region responsible for HR service delivery to 1800 personnel across multiple divisions of Airport Operations and Customer Service, Cargo and Engineering.Human Resource LeadCompany NameERNST & YOUNG SERVICES PRIVATE LIMITEDDates EmployedJul 2016 – Jun 2018Employment Duration2 yrsLocationKolkata Area, IndiaLeading the Human Resource team in Kolkata, Jamshedpur and Bangladesh having employee strength of 650 Interns, Executives, Assistant Man",Director - HR Business Partner and Talent Acquisition,"Bengaluru, Karnataka, India","Leadership, Strategic Human Resource Planning, Talent Management, Talent Acquisition, Onboarding, New Hire Orientations, Manpower Planning, Recruitment and Selection, Succession Planning, Performance Management, Organizational Development, Employee Relations, Exit Management, Stakeholder Management, Employee Engagement, Team Management, Career Development, Counseling, Conflict Resolution, Staff Retention, Employee Surveys, Coaching and Mentoring, Employee Grievance, Reward and Recognition",124,8,Bengaluru,India,Karnataka,8443675,3,0.7244728207588196,0.4976495504379272,0.7846325635910034,0.5064109563827515,0.7613833546638489,0.4523165822029114
HR,Talent acquisition and HR Product SpecialistCompany NameTalent acquasition and HR Product Specialist companyDates EmployedNov 2006 – PresentEmployment Duration13 yrs 5 mosCOPS LeadCompany NameTeamleaseDates Employed2003 – 2006Employment Duration3 yrsConsultantCompany NameConsultantDates Employed1999 – 2000Employment Duration1 yr,Talent acquisition and HR Product Specialist,"Bengaluru , India",,34,6,,India,Bengaluru,1,1,0.8403109908103943,0.5060482025146484,0.77628493309021,0.50841224193573,0.7366319894790649,0.4791871011257171
HR,"Recruitment and HR ManagerCompany NameRenoir ConsultingDates EmployedSep 2013 – PresentEmployment Duration6 yrs 7 mosLocationMumbai Area, IndiaTalent Acquisition for highly skilled, intelligent & down to earth candidates who ideally have previous experience in Operational Excellence, Productivity Improvement, Cost Reduction or Business Transformation. Willing to get their hands dirty on the shop floor - be it a Manufacturing unit or a Construction site. Eager to effect significant changes for clients that affect their bottom line.HR ConsultantCompany NameSelf EmployedDates Employed2002 – 2012Employment Duration10 yrsLocationMumbai Area, IndiaRecruitmentHR ProcessesPerformance ManagementAsst Manager HRCompany NameAramexDates Employed1999 – 2002Employment Duration3 yrs	Responsible for the Human Resources function in India.",Recruitment and HR Manager at Renoir Consulting,"Mumbai, Maharashtra, India","HRIS, Human Resources, Employee Training, Performance Management, Recruiting, Strategic HR, Payroll, Benefits Administration, Screening, Business Strategy, Manpower Planning, Sourcing, Employee Relations, Talent Management, Training, Team Management, Management, Performance Appraisal, Training & Development",101,7,Mumbai,India,Maharashtra,12691836,3,0.6748381853103638,0.4920578896999359,0.7729066014289856,0.5081132054328918,0.7274525761604309,0.4503906667232513
HR,"Head - IR and HRCompany NameWind World India LimitedDates EmployedJul 2017 – PresentEmployment Duration2 yrs 9 mosLocationMumbaiResponsible for Cordial and Harmonious Employee Relations at Projects Sites across India operations. Deals with multiple unions of Site workmen and other employees.Managing PartnerCompany NameSamruddhi Management SolutionsDates EmployedApr 2016 – Jun 2017Employment Duration1 yr 3 mosLocationMumbaiPlacement and HR consultants - Specialised in the Talent Acquisition and perfect manpower sourcing as per industry need.Consultation in statutory compliance and Industrial Relations matters.Company NameAutomotive Manufacturers Private LimitedTotal Duration9 yrs 6 mosTitleGeneral Manager - HRDDates EmployedApr 2008 – Mar 2016Employment Duration8 yrsLocationMumbai Area, India1. Strategic Planning and Formulating and implementing HR policies.2. Ensure compliance of fair HR practices at all 15 branches in Maharashtra.3. Performance management of employees in Maharashtra4.","Head - IR and HR at Wind World India Limited
(Projects Division)","Mumbai , India","Performance Appraisal, HR Policies, Employee Relations, Recruiting, Human Resources, Strategic HR, Performance Management, Payroll, Screening, HR Consulting, Strategic Human Resource Planning, Talent Acquisition, Recruitments, HRIS, Human Resources Information Systems \\(HRIS\\), Employee Engagement, Personnel Management, Industrial Relations, Talent Management, Training, Sourcing, Organizational Development, Labor Relations",122,12,,India,Mumbai,1,1,0.6652222275733948,0.4937733113765716,0.810821533203125,0.4854802787303924,0.7880865931510925,0.463254451751709
HR,"Specialist (Finance and HR)Company NameEricsson Indial Global Services Private LimitedDates EmployedDec 2015 – PresentEmployment Duration4 yrs 4 mosLocationGwal pahari, gurgaonVerifying, Approving and Processing Employess Reimbursments and HR Total Rewards.Senior AssociateCompany NameWiproDates EmployedJun 2014 – Nov 2015Employment Duration1 yr 6 mosLocationNoida Area, IndiaCustomer Supprt and Resolutions","Specialist  (Finance and HR) at Ericsson,and Customer Support","West Delhi, Delhi, India","Microsoft Office, Customer Service, Management",45,8,West Delhi,India,Delhi,1,1,0.7016605138778687,0.4974612891674042,0.8097894191741943,0.4887578785419464,0.798267662525177,0.4802798926830292
HR,"Manager HRBP and HR AutomationCompany NameSpicejet LimitedDates EmployedMay 2018 – PresentEmployment Duration1 yr 11 mosLocationGurgaon, IndiaProficient in HRMS Implementation & Administration, HR Business Partner, PMS, Compensation & Benefits, Stakeholders Management, Organizational Development, Manpower Planning and Budgeting, HR Analytics, Talent Management, Time Management, Salary Benchmarking, Strategic HR, Employee On-Boarding & Orientation, Employee Engagement, Training & Development, Statutory Compliances, Policies Formulation & Implementation, Sales HR, HR Generalist and Talent Acquisition.HR ManagerCompany NameOrigo Commodities India Pvt LtdDates EmployedFeb 2017 – Apr 2018Employment Duration1 yr 3 mosLocationGurgaon, IndiaJob Responsibilities: 	HRMS Implementation & Administration – Having hands of experience of successfully implementation of HRMS in DEN (Adrenalin 5.0) and also implemented Flexiele HRMS in Origo Group. Which starts from understanding the requirement of inte",Manager HRBP & HRIS Project Lead - Spicejet Limited,"Gurgaon, Haryana, India","Recruiting, Employee Engagement, Team Management, Human Resources, Talent Acquisition, Payroll, Performance Management, Vendor Management, Recruitments, Sales, Technical Recruiting, Screening, Executive Search, MIS, Performance Appraisal, Training, Talent Management, Employee Relations, HR Automation",119,9,Gurgaon,India,Haryana,197340,2,0.6583696007728577,0.4964750409126282,0.7850145101547241,0.5003646612167358,0.7754496932029724,0.4656526148319244
HR,"Company NameOricaTotal Duration11 yrs 6 mosTitleHuman ResourceBusinessPartnerFull-timeDates EmployedNov 2019 – PresentEmployment Duration5 mosLocationGumia, Jharkhand, IndiaTitleTraining and Hr specialist-manufacturing centre GomiaDates EmployedOct 2008 – Nov 2019Employment Duration11 yrs 2 mosLocationGomia, Bokaro,JharkhandHR and IRTalent and TrainingAdminAuditTitleHuman ResourceBusinessPartnerFull-timeDates EmployedNov 2019 – PresentEmployment Duration5 mosLocationGumia, Jharkhand, IndiaTitleTraining and Hr specialist-manufacturing centre GomiaDates EmployedOct 2008 – Nov 2019Employment Duration11 yrs 2 mosLocationGomia, Bokaro,JharkhandHR and IRTalent and TrainingAdminAuditHotel ManagerCompany NameHotel Kwality Inns RanchiDates EmployedJun 2003 – Sep 2008Employment Duration5 yrs 4 mosMangement TraineeCompany NameHotel Capitol BangaloreDates EmployedJun 2002 – Jun 2003Employment Duration1 yr 1 mo",Human Resource  Business  Partner at Orica,"Bokaro, Jharkhand, India","Microsoft Office, Microsoft Excel, Microsoft Word",89,6,Bokaro,India,Jharkhand,1,1,0.765384316444397,0.4980185925960541,0.3304468393325805,0.5071272850036621,0.336434930562973,0.4680920243263244
HR,Analytics and Modelling Specialist - Talent and HRCompany NameAccentureDates EmployedApr 2019 – PresentEmployment Duration1 yrLocationBangaloreGlobal HR Insights Professional (People Analytics)Company NameXerox Technology Services India Pvt LtdDates EmployedJun 2017 – Apr 2019Employment Duration1 yr 11 mosLocationBangaloreDesigning and implementing Management Reporting systems with a view to monitor movement of key business indicators and facilitate critical decision making process of the top management.Undertaking HR Process re-engineering projects in specific objective to assess the quantum and quality of the impact of activities and sub- activities.Creating Insights for scorecard for the HR leadership and analyzing the data to determine the implications of the reports/data results.Reporting and Analytics in terms of Age Analysis Metrix and Generation Metrix.Time reduction in standard reporting by automations and making process more stream line Interacting with stakeholder and provid,Analytics and Modeling Specialist - Talent and HR at Accenture,"Bengaluru, Karnataka, India","HR Analytics, Workforce Analytics, Business Analytics, Project Management, Compensation & Benefits, Human Resources, Strategy, HR Policies, Customer Relationship Management \\(CRM\\), Microsoft Office, Microsoft Excel, MIS Reporting, Management, Team Management, Training, Leadership, Employee Relations, Talent Management, Descriptive Analytics/Business Intelligence, Predictive Analytics, Prescriptive Analytics, Advanced knowledge in Microsoft Office, HR Dashboard, Total Rewards Strategies, Redundancy Programmes, People Analytics",128,10,Bengaluru,India,Karnataka,8443675,3,0.6929086446762085,0.4894375503063202,0.8102551698684692,0.5115293264389038,0.7640790343284607,0.449475347995758
